-1.38,-5.95,305.60,-4.98,-4.89,-4.00,-3.47,-8.54,-7.01,-5.00,-5.00,-5.00
-3.44,-3.88,307.58,-2.99,-2.89,-2.00,-1.54,-6.54,-4.95,-3.00,-3.00,-3.00
-6.45,-0.80,310.56,0.01,0.11,1.00,1.46,-3.54,-1.95,0.00,0.00,0.00
-4.38,-2.89,308.53,-1.98,-1.89,-1.00,-0.47,-5.48,-4.01,-2.00,-2.00,-2.00
-3.47,-3.85,307.51,-2.99,-2.89,-2.00,-1.54,-6.48,-4.95,-3.00,-3.00,-3.00
-11.51,4.23,315.49,5.01,5.11,6.00,6.46,1.52,3.05,5.00,5.00,5.00
-10.43,3.15,314.47,4.01,4.11,4.99,5.46,0.52,1.99,4.00,4.00,4.00
-5.42,-1.77,309.44,-0.99,-0.89,-0.01,0.53,-4.48,-3.08,-1.00,-1.00,-1.00
-4.40,-2.70,308.42,-1.99,-1.89,-1.01,-0.47,-5.48,-4.08,-2.00,-2.00,-2.00
-10.44,3.16,314.39,4.02,4.11,4.99,5.59,0.46,1.86,4.00,4.00,4.00
-1.35,-5.89,305.37,-4.98,-4.89,-4.00,-3.41,-8.42,-7.08,-5.00,-5.00,-5.00
-0.28,-6.85,304.35,-5.98,-5.89,-5.00,-4.41,-9.42,-8.08,-6.00,-6.00,-6.00
-0.38,-6.94,304.33,-5.98,-5.89,-5.00,-4.35,-9.42,-8.01,-6.00,-6.00,-6.00
-6.47,-0.88,310.30,0.01,0.11,1.00,1.59,-3.36,-2.01,0.00,0.00,0.00
-2.43,-4.82,306.28,-3.99,-3.89,-3.00,-2.54,-7.30,-5.95,-4.00,-4.00,-4.00
-6.43,-0.74,310.26,0.01,0.11,1.00,1.46,-3.30,-1.95,0.00,0.00,0.00
-4.37,-2.68,308.24,-1.99,-1.89,-1.00,-0.54,-5.36,-4.01,-2.00,-2.00,-2.00
-7.34,0.39,311.21,1.01,1.11,2.00,2.46,-2.36,-1.01,1.00,1.00,1.00
-11.43,4.28,315.19,5.01,5.11,6.00,6.46,1.52,2.99,5.00,5.00,5.00
-8.37,1.33,312.17,2.01,2.11,3.00,3.53,-1.48,-0.01,2.00,2.00,2.00
-8.34,1.40,312.15,2.01,2.11,3.00,3.53,-1.48,-0.01,2.00,2.00,2.00
-4.41,-2.73,308.12,-1.99,-1.89,-1.00,-0.47,-5.48,-3.95,-2.00,-2.00,-2.00
-2.46,-4.86,306.10,-3.99,-3.89,-3.01,-2.66,-7.36,-6.01,-4.00,-4.00,-4.00
-9.43,2.21,313.08,3.01,3.11,3.99,4.34,-0.36,0.99,3.00,3.00,3.00
-2.55,-4.78,306.05,-3.99,-3.89,-3.00,-2.60,-7.42,-5.95,-4.00,-4.00,-4.00
-6.46,-0.80,310.03,0.01,0.11,1.00,1.46,-3.54,-2.01,0.00,0.00,0.00
-11.39,4.23,315.01,5.01,5.11,6.00,6.46,1.46,2.99,5.00,5.00,5.00
-6.51,-0.78,309.99,0.01,0.11,1.00,1.53,-3.60,-2.01,0.00,0.00,0.00
-0.42,-6.83,303.96,-5.99,-5.89,-5.00,-4.47,-9.54,-8.01,-6.00,-6.00,-6.00
-10.32,3.15,313.94,4.01,4.11,5.00,5.53,0.46,1.99,4.00,4.00,4.00
-3.35,-3.77,306.92,-2.99,-2.89,-2.00,-1.41,-6.60,-5.01,-3.00,-3.00,-3.00
-5.28,-1.88,308.90,-0.98,-0.89,-0.00,0.59,-4.48,-3.01,-1.00,-1.00,-1.00
-5.20,-1.97,308.88,-0.98,-0.89,-0.00,0.59,-4.48,-3.01,-1.00,-1.00,-1.00
-6.31,-0.94,309.85,0.02,0.11,0.99,1.59,-3.54,-1.95,0.00,0.00,0.00
-7.22,0.03,310.83,1.02,1.11,1.99,2.46,-2.48,-1.01,1.00,1.00,1.00
-4.18,-2.91,307.81,-1.98,-1.89,-1.01,-0.54,-5.48,-4.01,-2.00,-2.00,-2.00
-3.30,-3.91,306.79,-2.98,-2.89,-2.01,-1.54,-6.42,-4.95,-3.00,-3.00,-3.00
-1.41,-5.89,304.76,-4.99,-4.89,-4.00,-3.60,-8.48,-7.01,-5.00,-5.00,-5.00
-2.39,-4.82,305.74,-3.99,-3.89,-3.00,-2.54,-7.48,-6.01,-4.00,-4.00,-4.00
-9.30,2.11,312.72,3.01,3.11,4.00,4.46,-0.48,0.99,3.00,3.00,3.00
-4.40,-2.85,307.69,-1.99,-1.89,-1.00,-0.60,-5.48,-4.01,-2.00,-2.00,-2.00
-2.43,-4.77,305.67,-3.99,-3.89,-3.00,-2.60,-7.48,-6.01,-4.00,-4.00,-4.00
-8.46,1.31,311.65,2.01,2.11,3.00,3.40,-1.48,-0.01,2.00,2.00,2.00
-0.38,-6.66,303.62,-5.99,-5.89,-5.00,-4.54,-9.54,-8.01,-6.00,-6.00,-6.00
-8.51,1.29,311.60,2.01,2.11,3.00,3.46,-1.48,-0.01,2.00,2.00,2.00
-6.51,-0.63,309.58,0.01,0.11,1.00,1.46,-3.48,-2.01,0.00,0.00,0.00
-4.57,-2.77,307.55,-1.99,-1.89,-1.00,-0.47,-5.48,-4.08,-2.00,-2.00,-2.00
-3.47,-3.78,306.53,-2.99,-2.89,-2.00,-1.60,-6.48,-5.01,-3.00,-3.00,-3.00
-9.43,2.28,312.51,3.01,3.11,4.00,4.40,-0.48,0.99,3.00,3.00,3.00
-0.37,-6.83,303.49,-5.99,-5.89,-5.00,-4.47,-9.54,-7.95,-6.00,-6.00,-6.00
-3.29,-3.93,306.47,-2.98,-2.89,-2.00,-1.47,-6.54,-5.01,-3.00,-3.00,-3.00
-3.32,-3.85,306.44,-2.98,-2.89,-2.00,-1.47,-6.54,-5.01,-3.00,-3.00,-3.00
-6.39,-0.79,309.42,0.01,0.11,1.00,1.53,-3.54,-2.01,0.00,0.00,0.00
-0.52,-6.81,303.40,-5.99,-5.89,-5.00,-4.60,-9.54,-7.95,-6.00,-6.00,-6.00
-9.42,2.18,312.37,3.01,3.11,4.00,4.40,-0.54,1.05,3.00,3.00,3.00
-9.33,2.16,312.35,3.01,3.11,3.99,4.53,-0.54,0.99,3.00,3.00,3.00
-8.26,1.06,311.33,2.02,2.11,3.00,3.59,-1.60,-0.14,2.00,2.00,2.00
-1.24,-5.87,304.31,-4.98,-4.89,-4.00,-3.41,-8.60,-7.14,-5.00,-5.00,-5.00
-8.36,1.05,311.28,2.02,2.11,3.00,3.65,-1.60,-0.08,2.00,2.00,2.00
-3.28,-3.93,306.26,-2.98,-2.89,-2.00,-1.47,-6.54,-5.08,-3.00,-3.00,-3.00
-9.22,2.12,312.24,3.02,3.11,4.00,4.53,-0.54,0.92,3.00,3.00,3.00
-7.32,0.16,310.21,1.01,1.11,2.00,2.59,-2.48,-1.08,1.00,1.00,1.00
-8.27,1.04,311.19,2.02,2.11,3.00,3.59,-1.54,-0.08,2.00,2.00,2.00
-11.32,4.12,314.17,5.02,5.11,6.00,6.59,1.46,2.92,5.00,5.00,5.00
-6.38,-0.81,309.14,0.01,0.11,1.00,1.59,-3.48,-2.08,0.00,0.00,0.00
-8.32,1.24,311.12,2.01,2.11,3.00,3.59,-1.60,-0.08,2.00,2.00,2.00
